,Composition,ElemSortAMU,GBTPredict,AWEMLPredict,lnPeqo,dH,dS
560,Al1 Ta1 Ti1 V1 Nb1 Hf1,AlTiVNbHfTa,SS,SS,-8.593978198231795,48.04286666301315,83.99094897999596
561,Al1 Ta1 Ti1 Pd1 Nb1 Hf1,AlTiNbPdHfTa,SS,SS,-7.552242057621099,48.632081182050925,94.91263292382192
562,Al1 Ta1 Mo1 V1 Pd1 Nb1,AlVNbMoPdTa,SS,SS,-4.215302227822314,39.053995227497275,86.43325462908113
563,Al1 Ta1 Mo1 V1 Pd1 Hf1,AlVMoPdHfTa,SS,SS,-2.441171296926083,35.171977779451225,86.90633197329996
564,Al1 Ta1 Mo1 V1 Nb1 Hf1,AlVNbMoHfTa,SS,SS,-6.425762166614498,42.685806431062765,80.28552908494412
565,Al1 Ta1 Mo1 Pd1 Nb1 Hf1,AlNbMoPdHfTa,SS,SS,-1.8031422173116036,34.301281738158565,86.90272098113233
566,Al1 Ta1 V1 Pd1 Nb1 Hf1,AlVNbPdHfTa,SS,SS,-5.2876962729166515,43.70200619646842,94.16250226989719
567,Al1 Zr1 Ti1 Mo1 V1 Pd1,AlTiVZrMoPd,SS+IM,SS,-2.9755980425848993,34.320093131162906,86.40674742476115
568,Al1 Zr1 Ti1 Mo1 V1 Nb1,AlTiVZrNbMo,SS,SS,-5.252038162367373,39.96010508984009,84.11108417277617
569,Al1 Zr1 Ti1 Mo1 V1 Hf1,AlTiVZrMoHf,SS,SS,-9.560472039811332,46.81077067396823,83.75791640834667
570,Al1 Zr1 Ti1 Mo1 Pd1 Nb1,AlTiZrNbMoPd,SS,IM,-3.1571373433212555,34.20119153811803,88.227694344904
571,Al1 Zr1 Ti1 Mo1 Pd1 Hf1,AlTiZrMoPdHf,SS,SS,-5.0835681438376445,39.08668136023904,92.60555888618507
572,Al1 Zr1 Ti1 Mo1 Nb1 Hf1,AlTiZrNbMoHf,SS,SS,-9.766462689267607,48.86029183665717,84.90122297771086
573,Al1 Zr1 Ti1 V1 Pd1 Nb1,AlTiVZrNbPd,SS+IM,IM,-6.2012422678001595,42.05373881660359,90.47516709981976
574,Al1 Zr1 Ti1 V1 Pd1 Hf1,AlTiVZrPdHf,SS,SS,-9.278331876062289,47.62185980444025,93.06268156515058
575,Al1 Zr1 Ti1 V1 Nb1 Hf1,AlTiVZrNbHf,SS,SS,-11.256799375349102,50.92316770407446,82.78080153445163
576,Al1 Zr1 Ti1 Pd1 Nb1 Hf1,AlTiZrNbPdHf,SS,SS,-8.794614471783394,46.22209362128798,93.17526364736621
577,Al1 Zr1 Mo1 V1 Pd1 Nb1,AlVZrNbMoPd,SS,IM,-2.86698526765762,33.60662552663734,86.62117069675529
578,Al1 Zr1 Mo1 V1 Pd1 Hf1,AlVZrMoPdHf,SS,SS,-3.107411910554691,36.738272951823745,93.62571701160725
579,Al1 Zr1 Mo1 V1 Nb1 Hf1,AlVZrNbMoHf,SS,SS,-7.867251707027549,46.29218383931338,85.99108733016328
580,Al1 Zr1 Mo1 Pd1 Nb1 Hf1,AlZrNbMoPdHf,SS,SS,-2.7149076025572043,36.422203957557166,94.70168786790308
581,Al1 Zr1 V1 Pd1 Nb1 Hf1,AlVZrNbPdHf,SS,SS,-7.363594446631213,46.42385050756596,98.06236875071752
582,Al1 Ti1 Mo1 V1 Pd1 Nb1,AlTiVNbMoPd,SS,SS,-3.4513282631563604,36.48979816635222,82.52749434266347
583,Al1 Ti1 Mo1 V1 Pd1 Hf1,AlTiVMoPdHf,SS,SS,-4.347284736075489,37.10546135872428,92.4509430732044
584,Al1 Ti1 Mo1 V1 Nb1 Hf1,AlTiVNbMoHf,SS,SS,-5.515186943386049,40.082281485055056,83.60331769815897
585,Al1 Ti1 Mo1 Pd1 Nb1 Hf1,AlTiNbMoPdHf,SS,SS,-2.940505499911201,36.53230821378263,92.57157073547604
586,Al1 Ti1 V1 Pd1 Nb1 Hf1,AlTiVNbPdHf,SS,SS,-5.938120163849983,44.98333022970269,95.33105486954541
587,Al1 Mo1 V1 Pd1 Nb1 Hf1,AlVNbMoPdHf,SS,SS,-2.751383715284809,35.9476872414511,87.51391393787816
588,Cr1 Ta1 Zr1 Ti1 Mo1 V1,TiVCrZrMoTa,SS,SS+IM,-5.132523442477983,43.90455868021664,89.04162780087111
589,Cr1 Ta1 Zr1 Ti1 Mo1 Pd1,TiCrZrMoPdTa,SS,SS,-2.9501988368969427,36.12421552794734,100.38873090056336
590,Cr1 Ta1 Zr1 Ti1 Mo1 Nb1,TiCrZrNbMoTa,SS+IM,SS+IM,-7.5594683614215725,46.38700998416957,90.16881217751383
591,Cr1 Ta1 Zr1 Ti1 Mo1 Hf1,TiCrZrMoHfTa,SS,SS+IM,-8.699188635000993,51.03661930461168,90.56567106670529
592,Cr1 Ta1 Zr1 Ti1 V1 Pd1,TiVCrZrPdTa,SS,SS,-5.737969452129082,43.52206400510169,102.82157258220074
593,Cr1 Ta1 Zr1 Ti1 V1 Nb1,TiVCrZrNbTa,SS,SS+IM,-9.186141484983725,54.760700661097864,86.8536172460399
594,Cr1 Ta1 Zr1 Ti1 V1 Hf1,TiVCrZrHfTa,SS,SS,-12.412936847026472,56.916381700145664,85.55553539710995
595,Cr1 Ta1 Zr1 Ti1 Pd1 Nb1,TiCrZrNbPdTa,SS,SS+IM,-7.30654224108848,45.60582279517792,102.45855284818583
596,Cr1 Ta1 Zr1 Ti1 Pd1 Hf1,TiCrZrPdHfTa,SS,SS,-8.246182937554499,45.35625230382503,98.8243711917731
597,Cr1 Ta1 Zr1 Ti1 Nb1 Hf1,TiCrZrNbHfTa,SS,SS+IM,-11.655282297084815,55.79121317273033,84.92439347356084
598,Cr1 Ta1 Zr1 Mo1 V1 Pd1,VCrZrMoPdTa,SS,SS,-3.923037009270555,36.02271019978142,93.80970004872546
599,Cr1 Ta1 Zr1 Mo1 V1 Nb1,VCrZrNbMoTa,SS+IM,SS,-4.624197864255256,40.777925998094254,90.60731114180122
600,Cr1 Ta1 Zr1 Mo1 V1 Hf1,VCrZrMoHfTa,SS,SS,-6.665560048139126,44.57047966387037,88.4018779958602
601,Cr1 Ta1 Zr1 Mo1 Pd1 Nb1,CrZrNbMoPdTa,SS+IM,SS,-2.4342485863537937,34.55611614653877,92.91873782825165
602,Cr1 Ta1 Zr1 Mo1 Pd1 Hf1,CrZrMoPdHfTa,SS,SS,-2.3974030738000076,34.680047666531536,100.04829867135587
603,Cr1 Ta1 Zr1 Mo1 Nb1 Hf1,CrZrNbMoHfTa,SS+IM,SS+IM,-7.628648479140925,46.31128573809318,90.27107703415908
604,Cr1 Ta1 Zr1 V1 Pd1 Nb1,VCrZrNbPdTa,SS,SS,-4.900046863932978,43.07326208850146,102.77059552195172
605,Cr1 Ta1 Zr1 V1 Pd1 Hf1,VCrZrPdHfTa,SS,SS,-7.2547248663255814,45.330020945917596,101.66523177059449
606,Cr1 Ta1 Zr1 V1 Nb1 Hf1,VCrZrNbHfTa,SS,SS+IM,-9.871127508752618,53.81258245053213,87.79755700518669
607,Cr1 Ta1 Zr1 Pd1 Nb1 Hf1,CrZrNbPdHfTa,SS,SS,-6.67317907662702,44.83722914920284,102.5857198153361
608,Cr1 Ta1 Ti1 Mo1 V1 Pd1,TiVCrMoPdTa,SS,SS,-3.725185679102533,37.65891214562323,93.47926428975563
609,Cr1 Ta1 Ti1 Mo1 V1 Nb1,TiVCrNbMoTa,SS,SS+IM,-5.192457014728071,41.72135344408812,89.74397442661311
610,Cr1 Ta1 Ti1 Mo1 V1 Hf1,TiVCrMoHfTa,SS,SS,-6.298830904466243,43.33209007536531,89.45695435426667
611,Cr1 Ta1 Ti1 Mo1 Pd1 Nb1,TiCrNbMoPdTa,SS+IM,SS,-4.429161110242457,36.530491594729675,92.55619726180652
612,Cr1 Ta1 Ti1 Mo1 Pd1 Hf1,TiCrMoPdHfTa,SS,SS,-3.9551857630949816,35.44092267949592,99.34019817844803
613,Cr1 Ta1 Ti1 Mo1 Nb1 Hf1,TiCrNbMoHfTa,SS+IM,SS+IM,-7.16196522328917,46.3023779399119,90.26166378986305
614,Cr1 Ta1 Ti1 V1 Pd1 Nb1,TiVCrNbPdTa,SS,SS,-5.006535963467769,43.28905327793215,103.06694782471887
615,Cr1 Ta1 Ti1 V1 Pd1 Hf1,TiVCrPdHfTa,SS,SS,-6.393930019233374,43.10148127231181,101.543124303728
616,Cr1 Ta1 Ti1 V1 Nb1 Hf1,TiVCrNbHfTa,SS,SS+IM,-8.621347193697451,53.86162420377481,89.11246306725118
617,Cr1 Ta1 Ti1 Pd1 Nb1 Hf1,TiCrNbPdHfTa,SS,SS,-7.903084503477226,47.49475629803045,102.07785944617989
618,Cr1 Ta1 Mo1 V1 Pd1 Nb1,VCrNbMoPdTa,SS+IM,SS,-3.984047085529612,38.08983229471395,89.6293731656984
619,Cr1 Ta1 Mo1 V1 Pd1 Hf1,VCrMoPdHfTa,SS,SS,-4.353351166686774,36.3359814661447,93.18843448935556
620,Cr1 Ta1 Mo1 V1 Nb1 Hf1,VCrNbMoHfTa,SS,SS,-5.435292014817919,42.786956773338886,91.99801431023099
621,Cr1 Ta1 Mo1 Pd1 Nb1 Hf1,CrNbMoPdHfTa,SS+IM,SS,-2.9087335692843346,35.69334853170032,92.53927410538563
622,Cr1 Ta1 V1 Pd1 Nb1 Hf1,VCrNbPdHfTa,SS,SS,-5.387864676538718,42.51127926732907,102.87208020227229
623,Cr1 Zr1 Ti1 Mo1 V1 Pd1,TiVCrZrMoPd,SS+IM,SS,-3.992998390699781,37.308635095378946,103.33007173706646
624,Cr1 Zr1 Ti1 Mo1 V1 Nb1,TiVCrZrNbMo,SS+IM,SS+IM,-5.037974209900582,42.68855249571159,91.84928601264856
625,Cr1 Zr1 Ti1 Mo1 V1 Hf1,TiVCrZrMoHf,SS,SS+IM,-10.49546488890187,53.76195170993012,93.0300170747953
626,Cr1 Zr1 Ti1 Mo1 Pd1 Nb1,TiCrZrNbMoPd,SS+IM,SS+IM,-2.6124222171345384,35.46007871361171,101.3102921230707
627,Cr1 Zr1 Ti1 Mo1 Pd1 Hf1,TiCrZrMoPdHf,SS,SS,-5.379137824009806,39.988156205762856,106.69198926717172
628,Cr1 Zr1 Ti1 Mo1 Nb1 Hf1,TiCrZrNbMoHf,SS+IM,SS+IM,-10.505641734162312,52.82838646225099,93.0278704472043
629,Cr1 Zr1 Ti1 V1 Pd1 Nb1,TiVCrZrNbPd,SS+IM,IM,-5.627804449940072,42.83801990110727,104.61224813803506
630,Cr1 Zr1 Ti1 V1 Pd1 Hf1,TiVCrZrPdHf,SS,SS,-10.12384978201656,49.39987898952958,107.07087666418329
631,Cr1 Zr1 Ti1 V1 Nb1 Hf1,TiVCrZrNbHf,SS,SS+IM,-13.4957306355535,59.39677658650322,88.57366773690364
632,Cr1 Zr1 Ti1 Pd1 Nb1 Hf1,TiCrZrNbPdHf,SS,SS,-9.786135486480868,49.01278948600712,105.35755126717923
633,Cr1 Zr1 Mo1 V1 Pd1 Nb1,VCrZrNbMoPd,SS+IM,SS,-3.293655274099419,35.8257206911814,99.23779963226094
634,Cr1 Zr1 Mo1 V1 Pd1 Hf1,VCrZrMoPdHf,SS,SS,-3.0810625290711675,37.35425541887997,106.6908552607332
635,Cr1 Zr1 Mo1 V1 Nb1 Hf1,VCrZrNbMoHf,SS+IM,SS,-8.761312375387208,49.57471981580755,94.54371897908077
636,Cr1 Zr1 Mo1 Pd1 Nb1 Hf1,CrZrNbMoPdHf,SS+IM,SS,-2.5751497614849415,36.551047224951354,103.9433127489086
637,Cr1 Zr1 V1 Pd1 Nb1 Hf1,VCrZrNbPdHf,SS,SS,-8.051528498741536,48.13281909391272,109.01418353769155
638,Cr1 Ti1 Mo1 V1 Pd1 Nb1,TiVCrNbMoPd,SS+IM,SS,-3.294229056662673,37.49169004634016,97.24790495236518
639,Cr1 Ti1 Mo1 V1 Pd1 Hf1,TiVCrMoPdHf,SS,SS,-4.535749353115999,39.433631682484844,104.22416948574255
640,Cr1 Ti1 Mo1 V1 Nb1 Hf1,TiVCrNbMoHf,SS+IM,SS,-5.427527440645741,43.089224246045795,91.20017512070653
641,Cr1 Ti1 Mo1 Pd1 Nb1 Hf1,TiCrNbMoPdHf,SS+IM,SS,-3.9152474759006055,37.010531069609115,104.0624097990844
642,Cr1 Ti1 V1 Pd1 Nb1 Hf1,TiVCrNbPdHf,SS,SS,-5.57207744605903,45.51758022202884,109.06367465425473
643,Cr1 Mo1 V1 Pd1 Nb1 Hf1,VCrNbMoPdHf,SS+IM,SS,-4.112487187956242,37.777878291373895,97.77698946377564
644,Ta1 Zr1 Ti1 Mo1 V1 Pd1,TiVZrMoPdTa,SS,SS,-3.2128490826420486,36.81347889340888,99.746830222924
645,Ta1 Zr1 Ti1 Mo1 V1 Nb1,TiVZrNbMoTa,SS,SS,-8.055657898625354,51.52572239948971,90.62673684673688
646,Ta1 Zr1 Ti1 Mo1 V1 Hf1,TiVZrMoHfTa,SS,SS,-9.852975590698783,53.934475894819805,88.16002283153533
647,Ta1 Zr1 Ti1 Mo1 Pd1 Nb1,TiZrNbMoPdTa,SS,SS+IM,-2.7815621797832244,37.0435343338754,99.83147725493367
648,Ta1 Zr1 Ti1 Mo1 Pd1 Hf1,TiZrMoPdHfTa,SS,SS,-4.634907719527857,37.75198772693029,99.40012091580002
649,Ta1 Zr1 Ti1 Mo1 Nb1 Hf1,TiZrNbMoHfTa,SS,SS,-9.855622752365138,54.13270561114675,89.34787257416765
650,Ta1 Zr1 Ti1 V1 Pd1 Nb1,TiVZrNbPdTa,SS,SS,-8.646023853262939,47.60410925338167,97.31605093889286
651,Ta1 Zr1 Ti1 V1 Pd1 Hf1,TiVZrPdHfTa,SS,SS,-8.668900129954363,45.248437631839394,90.63912920233301
652,Ta1 Zr1 Ti1 V1 Nb1 Hf1,TiVZrNbHfTa,SS,SS,-12.86409831784455,59.62792230387636,85.92000327057671
653,Ta1 Zr1 Ti1 Pd1 Nb1 Hf1,TiZrNbPdHfTa,SS,SS,-8.842998192977864,46.108240007577066,92.86543883468902
654,Ta1 Zr1 Mo1 V1 Pd1 Nb1,VZrNbMoPdTa,SS,SS,-2.286423121474622,35.50602649687611,97.63679207652463
655,Ta1 Zr1 Mo1 V1 Pd1 Hf1,VZrMoPdHfTa,SS,SS,-2.8262689383797235,36.15383351770134,99.40191167180123
656,Ta1 Zr1 Mo1 V1 Nb1 Hf1,VZrNbMoHfTa,SS,SS,-7.963037240154568,51.20115905004085,91.55176489403834
657,Ta1 Zr1 Mo1 Pd1 Nb1 Hf1,ZrNbMoPdHfTa,SS,SS,-2.8208881938407075,38.10316683573389,99.4293088175127
658,Ta1 Zr1 V1 Pd1 Nb1 Hf1,VZrNbPdHfTa,SS,SS,-7.177466241394391,43.83797257780741,97.32428872941738
659,Ta1 Ti1 Mo1 V1 Pd1 Nb1,TiVNbMoPdTa,SS,SS,-4.3294023032286875,37.39369286385136,97.34149665331351
660,Ta1 Ti1 Mo1 V1 Pd1 Hf1,TiVMoPdHfTa,SS,SS,-2.83617277889021,35.47966688364537,98.8966128726408
661,Ta1 Ti1 Mo1 V1 Nb1 Hf1,TiVNbMoHfTa,SS,SS,-7.670262843761072,51.3117172715698,90.99599606705156
662,Ta1 Ti1 Mo1 Pd1 Nb1 Hf1,TiNbMoPdHfTa,SS,SS,-2.4392451023337816,35.526094178564605,98.9703533091382
663,Ta1 Ti1 V1 Pd1 Nb1 Hf1,TiVNbPdHfTa,SS,SS,-8.349750349275464,46.66496206781777,98.00766321059743
664,Ta1 Mo1 V1 Pd1 Nb1 Hf1,VNbMoPdHfTa,SS,SS,-2.530079625109079,36.302189978610116,97.8102721204889
665,Zr1 Ti1 Mo1 V1 Pd1 Nb1,TiVZrNbMoPd,SS,SS,-3.306661615893734,36.58979762224171,101.00495418087685
666,Zr1 Ti1 Mo1 V1 Pd1 Hf1,TiVZrMoPdHf,SS,SS,-5.420172217031478,39.811211850353786,104.9938061134397
667,Zr1 Ti1 Mo1 V1 Nb1 Hf1,TiVZrNbMoHf,SS,SS,-11.443575559008305,54.4891287211741,90.43823190132963
668,Zr1 Ti1 Mo1 Pd1 Nb1 Hf1,TiZrNbMoPdHf,SS,SS,-4.501666958326735,39.29110847950665,102.70024119415775
669,Zr1 Ti1 V1 Pd1 Nb1 Hf1,TiVZrNbPdHf,SS,SS,-10.047116469306658,48.289755525883656,96.7417301802142
670,Zr1 Mo1 V1 Pd1 Nb1 Hf1,VZrNbMoPdHf,SS,SS,-3.206858755348785,38.542742561954455,104.50768776705216
671,Ti1 Mo1 V1 Pd1 Nb1 Hf1,TiVNbMoPdHf,SS,SS,-3.2001312833899993,37.6541724381086,103.7464120312753
